,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
181,5f5b8ff78ddeed2f1af956c3,5f04d5b3973f3714f5492709,APPROVED,56:11.3,09:17.3,786.014,20,41:38.4,510FA8B2,United Kingdom,Female,57,"Sep 11, 2020 10:56:13 am","Sep 11, 2020 11:09:15 am",Complete,,,,English,,1599836173_5f5b900d417d77.31870310,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,absent,5f04d5b3973f3714f5492709,0,Someone else answered the door?,0,"The red team were able to score, either equalising or over taking them in goals.",0,Realises he has lost or doesn't have his passport.,-0.3182,He cuts himself with the peeler.,-0.296,"She goes in the water and gets into trouble, or someone else does this.",-0.4019,She tells her something or she finds another place to buy some wine.,0,She doesn't make the meeting as shes in the wrong place or has gotten the time wrong.,-0.7351,It is actually worth a lot ,0.2263,He remembered something important from uni.,0.2023,"Someone else answers her phone, giving possible bad news.",-0.2732,No,
183,5f5b9f0ba38ae60f13481536,5f2a817d88f11d29b7f0c74f,APPROVED,00:11.2,26:37.6,1586.424,30,41:40.5,510FA8B2,United Kingdom,Male,58,"Sep 11, 2020 12:00:19 pm","Sep 11, 2020 12:26:36 pm",Complete,,,,English,,1599840019_5f5b9f13308255.67969847,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36 OPR/70.0.3728.178",,positive,absent,5f2a817d88f11d29b7f0c74f,0,"Someone who doesn't live there, answered the door",0,They maintain their lead to the end of the game,0,His luggage is at his hotel when he returns at the end of the day,0,He finds the peeler in the least expected location,0,A pack of dolphins pass by near to the beach,0,The neighbour invites her over for some wine,0,"She finds something of interest at the wrong office block, and ends up staying there",-0.4588,The dealer changes his opinion and wants to buy the car,0,He finds one last tea bag at the back of the cupboard,0,He gets a signal but his mother contacts him instead,0,No,
184,5f5ba3f5033f64314701058d,5d49cec82c271d0001bbb252,APPROVED,21:13.2,27:38.6,385.452,23,41:42.5,510FA8B2,United Kingdom,Male,59,"Sep 11, 2020 12:21:14 pm","Sep 11, 2020 12:27:37 pm",Complete,,,,English,,1599841274_5f5ba3fa6eda42.97559004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5d49cec82c271d0001bbb252,0,Nobody was in the house,0,THe red team scored five goals and won the game,0.5719,His passport was at home all along,0,The peeler appeared in the first place he looked,0,The lifeguard fell off his chair,0,The neighbour offered her a bottle of wine,0,The meeting was cancelled,-0.25,The car dealer offers her a penny for her old car,0,The kettle switches itself off,0,His phone dies,0,No,
186,5f5ba4b08e2b6631b9cb559e,5ce9b0e4be5a6b00163f6870,APPROVED,24:16.9,49:24.9,1507.978,54,20:03.9,510FA8B2,United Kingdom,Male,61,"Sep 11, 2020 12:24:26 pm","Sep 11, 2020 12:49:22 pm",Complete,,,,English,,1599841466_5f5ba4ba22e075.26711366,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,absent,5ce9b0e4be5a6b00163f6870,0,A stranger opens the door.,0,A streaker ran across the pitch.,0,Several weeks later somebody posts his passport through the letterbox.,0,There is a knock at the front door. John opens it and there are two policemen standing there.,0,Rebecca swims anyway. The lifeguard watches her as she starts to struggle in the riptide but does nothing to help her. She soon disappears out of sight and the lifeguard breathes a sigh of contentment.,-0.165466667,"A young lad on a scooter rides past, knocks into her and rides off with her purse.",0,"The driver takes her to another different office block, which is again the wrong one. The driver apologizes, but Belinda is aware of a growing feeling of unease in the pit of her stomach.",-0.3592,The car dealer feels guilty and has a change of heart. He offers Lucy a good price for her car and afterwards he has an unusual warm feeling in his stomach. It is a few moments before he realizes the warm feeling is happiness. ,0.315166667,"He was shocked out of his reverie by a loud bang on the kitchen window. Going outside to investigate, he finds a small bird lying on the ground with its neck broken.",-0.53805,"There is suddenly a second earthquake and Sean is thrown to the ground, dropping and breaking his phone in the process.",0,No,
187,5f5ba4dd2f9ff7315ae36298,5f43c9fbe038cc0b2deb75d8,APPROVED,28:02.9,40:33.6,750.654,47,22:34.3,510FA8B2,United Kingdom,Female,62,"Sep 11, 2020 12:28:05 pm","Sep 11, 2020 12:40:29 pm",Complete,,,,English,,1599841685_5f5ba5953ffce1.48480670,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,absent,5f43c9fbe038cc0b2deb75d8,0,they were not home,0,red team win,0.5859,He loses his luggage and passport,-0.3182,he can't find the peeler,0,it is not safe to swim so she can't swim ,-0.3412,the shop is closed,0,She is late due to the taxi taking her to the wrong place,-0.4767,she gets a loan and bad news about the price she gets for her car,-0.5423,there were no tea bags to be found,-0.296,he is unable to connect  to her,0,No,
188,5f5d34532f9ff756b6fe3124,5e57b60b2019d515eeadf114,APPROVED,49:23.4,57:03.6,460.186,27,11:38.9,40D80FA4,Ireland,Female,63,"Sep 12, 2020 4:49:26 pm","Sep 12, 2020 4:57:00 pm",Complete,,,,English,,1599943766_5f5d34566da713.40304541,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",,negative,present,5e57b60b2019d515eeadf114,0,"Her parents are not in the house, even though they normally would be",0,"The red team's top striker scores a hat trick, but the blue team clings on",0.0772,He meets a nice man at the airport on the way home and they fall in love,0.7906,He throws all the potatoes in the bin and leaves the house,0,Rebecca swims in the sea and helps to rescue a child that has been swept away,0.7096,Sally accidentally drops her bottle of wine and it smashes,-0.34,"She goes for a walk so she is not early, but it rains and she gets soaked",0,She wins the lottery and can buy a new car and keep the old one,0.5719,His phone rings and it's an old friend from university,0.4939,A strange voice answers his mother's phone,-0.2023,No,
189,5f5b63aa5259ed28e139fff0,5c802134433e2d00172ac5d1,APPROVED,46:53.4,52:17.4,324.032,22,15:02.7,4DE9B385,United Kingdom,Female,2,"Sep 11, 2020 7:46:54 am","Sep 11, 2020 7:52:14 am",Complete,,,,English,,1599824814_5f5b63aeb478a4.21186435,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5c802134433e2d00172ac5d1,0,They aren't in,0,They don't win,-0.4717,He loses his passport,-0.3182,They decide to have something else,0,There's a storm,0,They didn't have the wine she wanted,0,She got the wrong day,-0.4767,She gets an offer for even more money,0,He considers doing another degree,0,The call disconnects,0,No,
190,5f5b63c6be186728fbb548fb,5bf2f4028e5b8b00018d9b88,APPROVED,47:20.3,53:20.2,359.957,30,15:04.9,4DE9B385,United Kingdom,Male,3,"Sep 11, 2020 7:47:21 am","Sep 11, 2020 7:53:18 am",Complete,,,,English,,1599824841_5f5b63c9ae06b4.19607742,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,present,5bf2f4028e5b8b00018d9b88,0,parents are ran away to join the circus,0.296,there was no comeback,-0.296,"plane crashed, death and suffering",-0.7906,chopped his penis off,0,"death, pain and suffering",-0.8834,"death, pain and suffering ",-0.8834,"goes to a strip club, starts a relationship with the bouncer, gets happily married ",0.5574,a reasonable deal occured ,0,"death, pain, and joyfulness",-0.5423,"death, pain and suffering ",-0.8834,No,
191,5f5b646bf7a8c729929e42cf,5f0f226b649b4d06a15e63b8,APPROVED,50:07.0,57:10.6,423.578,46,15:06.9,4DE9B385,United Kingdom,Female,4,"Sep 11, 2020 7:50:08 am","Sep 11, 2020 7:57:08 am",Complete,,,,English,,1599825008_5f5b6470cf2588.26848925,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5f0f226b649b4d06a15e63b8,0,A stranger answered the door,0,The Red team scored 4 goals in the second half.,0,The girl he met actually called him back. ,0,The guests all cancelled. ,-0.25,A fish nibbled her toes,0,She stepped in some dog poo.,0,The office door is locked and she can't get in. ,0,A bird pooed on her new car on the way home.,0,An old student friend called out of the blue,0.4939,He got through on a clear line!,0.4389,No,
192,5f5b648a10ec482868f3e7d0,5bccc1c50f10750001d7d693,APPROVED,50:46.6,57:32.3,405.721,24,15:08.5,4DE9B385,United Kingdom,Female,5,"Sep 11, 2020 7:50:49 am","Sep 11, 2020 7:57:30 am",Complete,,,,English,,1599825049_5f5b649949cfe7.45042199,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5bccc1c50f10750001d7d693,0,Maybe her parents are not in and that is unexpected. ,0,The red team score a couple of unexpected goals meaning that they either equalise or win. ,0.5859,He is delayed on his journey home as well. ,0.0516,He cuts his finger on the peeler,-0.296,She gets stung by a jelly fish,0,The neighbour tells her something unexpected about another friend. ,0.4939,She is at the wrong office block and is very far from where she needs to be. ,-0.7184,She gets more than thousands for the car. ,0,He found some teabags he had forgotten about,-0.2263,His mother does not pick up the phone.,0,No,
193,5f5b649546c58b295460b78e,5e65408fdf313c2bcfa6e24f,APPROVED,51:21.7,00:02.4,520.697,20,15:10.7,4DE9B385,United Kingdom,Female,6,"Sep 11, 2020 7:51:23 am","Sep 11, 2020 7:59:59 am",Complete,,,,English,,1599825083_5f5b64bb706b88.01178787,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",,positive,present,5e65408fdf313c2bcfa6e24f,0,Her parents aren't home. ,0,The red team managed to catch up In goals. ,0,some of his items are missing,-0.296,the guests arrive while they are still preparing the food ,0,a huge storm breaks out ,0.3182,she burnt her dinner ,0,the meeting got cancelled ,-0.25,her car breaks down and looses some of its worth ,0.0772,the door knocked ,0,he has called the wrong number so someone else picks up ,-0.4215,No,
194,5f5b64b9eeba9d07ab78edff,591801345020970001c19493,APPROVED,51:36.7,03:59.3,742.566,33,15:12.9,4DE9B385,United Kingdom,Female,8,"Sep 11, 2020 7:51:43 am","Sep 11, 2020 8:03:54 am",Complete,,,,English,,1599825103_5f5b64cf286086.84209189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,positive,present,591801345020970001c19493,0,someone who isn't her parents answers the door.,0,the red team suddenly score 4 goals in the second half leading to penalties,0,bill enjoyed his holiday so much he decides to move there.,0.7184,a bus crashes in through their front window.,0,a shark is seen swimming around.,0,her neighbour invites her round for dinner.,0,she has turned up on the wrong day.,-0.4767,an acquaintance hears that she is selling it and offers even more than the car dealer.,0,Michael dropped the tea pot.,0,someone snatches his mobile phone from his hands.,0,No,
196,5f5b64d0377849287d55c04d,5c4b9e94ad466000019101d6,APPROVED,51:47.8,05:01.9,794.177,19,15:15.3,4DE9B385,United Kingdom,Female,7,"Sep 11, 2020 7:51:49 am","Sep 11, 2020 8:05:00 am",Complete,,,,English,,1599825109_5f5b64d569e992.94944504,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5c4b9e94ad466000019101d6,0,Somebody strange opens the door,-0.2023,unexpectedly beaten last minute by red,-0.4215,his luggage is full of other people's things  ,0,drops the potatoes on the floor,0,sudden storm ,0,she starts getting followed ,0,She realises the meeting is at another building,0,ends up getting paid millions for her old car ,0,his old university friend calls him,0.4939,he receives some bad news,-0.5423,No,
197,5f5b6524291dc628dbf71e61,5c27b1270091e40001ca1d1b,APPROVED,53:11.5,58:21.0,309.435,39,15:17.4,4DE9B385,United Kingdom,Female,9,"Sep 11, 2020 7:53:13 am","Sep 11, 2020 7:58:18 am",Complete,,,,English,,1599825193_5f5b65298b3c74.24890936,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5c27b1270091e40001ca1d1b,0,They are out. Sarah did not call them beforehand.,0,the red team get 5 goals after half time and win,0.5859,He forgets that he packed his passport in his suitcase on the way back,0,no one comes,-0.296,it starts to rain,0,she drops the bottle of wine,0,She has arrived at the wrong place.,-0.4767,her new car breaks down,0,he is out of milk,0,call went to answerphone,0,No,
198,5f5b653adef27f28b95b1e3f,5dc416f7f7bfb12dbfd7c1e6,APPROVED,55:23.7,08:03.3,759.64,43,15:19.2,4DE9B385,United Kingdom,Male,16,"Sep 11, 2020 7:55:26 am","Sep 11, 2020 8:08:00 am",Complete,,,,English,,1599825325_5f5b65adf2a8e7.47956158,"Mozilla/5.0 (X11; CrOS x86_64 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",,positive,present,5dc416f7f7bfb12dbfd7c1e6,0,They were out.,0,They ended up losing the game.,-0.3818,His passport has gone missing.,-0.296,He realises he enjoys cooking.,0.5106,The tide is stronger than expected and she has to get out.,0.3818,She drops the bottle and it breaks.,0,She realises the meeting was for an hour earlier and she is actually late.,0,She didn't need a loan in the end because the money from the classic car covered it.,0,He decides to take on a new course because he misses studying.,-0.2263,His mother is out and so misses the call.,-0.3593,No,
199,5f5b653ba5d80828565a289c,5d1bc78f79ca6c00011afbe5,APPROVED,53:40.6,09:28.8,948.209,44,15:21.3,4DE9B385,United Kingdom,Female,15,"Sep 11, 2020 7:53:43 am","Sep 11, 2020 8:09:24 am",Complete,,,,English,,1599825223_5f5b654702c120.73827320,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44",,positive,present,5d1bc78f79ca6c00011afbe5,0,They weren't at home,0,The Red Team score 5 goals,0,His flight home gets cancelled,-0.25,The guests can no longer make it and cancel,-0.4939,A shark appears,0,She drops the wine bottle and it smashes,0,There is a fire drill which makes her late,-0.34,Someone crashes into her old car and it is no longer worth as much,-0.0772,A power cut happens so he can not make the tea,-0.2732,His mother's phone is engaged,0.4019,No,
200,5f5b653da5d80827ab014ce4,5c631c65787ee80001ffba5e,APPROVED,53:37.9,08:52.7,914.781,48,15:23.6,4DE9B385,United Kingdom,Female,12,"Sep 11, 2020 7:53:55 am","Sep 11, 2020 8:08:49 am",Complete,,,,English,,1599825235_5f5b65534fc858.61417286,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Safari/537.36",,positive,present,5c631c65787ee80001ffba5e,0,Her parents are not at home.,0,The goal posts collapsed ,-0.2732,He bumps into a friend he hasn't seen for a few years,0.4939,The neighbour knocks and asks to lend their stepladders.,0,Rebecca stands on a jellyfish ,0,the neighbour has bought a boat and invited Sally and her family on board ,0,The building has been evacuated due to a fire alarm going off.,-0.5859,she gets the loan to improve her original car.,0.6369,ants are crawling round the worktop,0,the signal drops,0,Yes,
201,5f5b653e3341c22960163912,5c0c24711b80df00017827ea,APPROVED,54:06.8,03:20.5,553.792,32,15:25.7,4DE9B385,United Kingdom,Female,13,"Sep 11, 2020 7:54:10 am","Sep 11, 2020 8:03:14 am",Complete,,,,English,,1599825250_5f5b6562011e46.73435543,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5c0c24711b80df00017827ea,0,A clown answered the door,0,They lose by 8 goals,-0.4019,Customs find 5kg of cocaine up his butt on his way home,0,No one turns up to the dinner party. They are forced to reevaluate these friendships.,0.01265,She gets eaten by a lion,0,Earthquake smashes the wine. She drinks beer instead.,0,She dies,0,Batman buys the car as his new batmobile,0,He accidentally makes himself a cup of coffee,-0.34,Struck by lightning ,-0.25,No,
202,5f5b655a814f6b07f79a0095,5f523ba1c2e4fb4a54dc9fa0,APPROVED,54:05.1,03:17.5,552.336,39,15:27.7,4DE9B385,United Kingdom,Male,11,"Sep 11, 2020 7:54:07 am","Sep 11, 2020 8:03:12 am",Complete,,,,English,,1599825247_5f5b655f6ef7a8.13694956,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5f523ba1c2e4fb4a54dc9fa0,0,One of her parents was ill,-0.4215,The red team scored 4 goals in the second half to draw level,0,Covid restrictions are introduced and he has to travel home early,0,Their friends arrive an hour early,0.4767,the current dragged her out to sea during her swim,-0.0516,She tripped and smashed the bottle of wine,0,The meeting has changed to a dial in conference call,0,Her new car breaks down as she leaves the garage,0,The milk from the fridge has gone off,0,His phone dies as he makes the call,0,No,
203,5f5b6568332910294f46d699,5e1b21bd07c9c73546a11776,APPROVED,54:18.8,01:08.4,409.569,43,15:29.8,4DE9B385,United Kingdom,Female,10,"Sep 11, 2020 7:54:22 am","Sep 11, 2020 8:01:06 am",Complete,,,,English,,1599825262_5f5b656e28ca35.63881166,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,positive,present,5e1b21bd07c9c73546a11776,0,Nobody answers,0,The red team won,0.5719,Bill has a holiday romance,0.743,John cut his finger whilst peeling the potatoes,-0.2732,Whilst she was swimming she got a dead leg so the lifeguard had to come and save her,-0.2732,The neighbour decided to come and join her for Friday dinner,0.296,Nobody is at the office block for her meeting because she has the wrong address,-0.7184,Lucy makes a lot of money by selling her car,0,His electric went out so he couldn't boil the kettle,0,His signal dropped,0,No,
204,5f5b656aef06252867fcb1ef,5e1dcb521a938a1356cc585e,APPROVED,54:18.0,11:21.0,1022.941,25,15:31.9,4DE9B385,United Kingdom,Male,14,"Sep 11, 2020 7:54:20 am","Sep 11, 2020 8:11:17 am",Complete,,,,English,,1599825260_5f5b656c46e6f2.02604599,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5e1dcb521a938a1356cc585e,0,"An old man answers and says ""nobody has lived here under that name for 50 years!""",0,"A rabbit scurries on to the pitch. Everybody stops. The rabbit, looking bemused, chews a short strand of grass, looking intensely at one of the goalkeepers. He hops away, never to be seen again. ",-0.038275,"He gets a call from the airline. ""Sir, we've found your suitcase!"". Bill, bemused, looks down to realise he's been wearing women's clothes this entire time. ",0,"John realises he has only half the required weight of potatoes. Struck with anger, John strikes the peeler into a nearby watermelon. ",-0.401,"Rebecca enters the water, completely unaware of the danger that she's in. She hears a faint piano piece composed of two undulating notes. Dun Dun! The lifeguard looks away for a few seconds. He looks back. Rebecca is gone!",-0.111616667,"Sally looks in her bag and discovers the bottle of wine missing. She stops, thinks, then remembers her neighbour was skilled in the art of cat burglary. She marches over to his house and peers in the window to find her neighbour taking a corkscrew out of the kitchen drawer to enjoy his newly obtained prize. ",0.102933333,"Belinda, having returned from an around the world trip, realises she never adjusted her watch. She's not just early, she's a day early, having crossed over the international date line. ",0,"Another car enters the garage at breakneck speed, veering into the side of Lucy's car. The driver rolls down the window and apologises. Lucy, enraged, takes a tire iron and smashes in the man's windows. ",-0.066533333,"Michael drops the tea bag whilst he's deep in thought. Realising it was the last one, Michael breaks down into tears. He doesn't know why. It all just got too much. Michael had hit a wall. ",-0.04526,"Sean calls his mother but another man answers. Sean recognises the voice on the line. It's his old high school headmaster. Sean, in denial, hangs up the phone and carries on with his holiday, pretending the phone call never happened. ",0.119175,No,
205,5f5b65899aa6fd2962ea9b55,5836e4bda37e9b000108c2ac,APPROVED,56:00.9,03:56.1,475.156,50,15:34.2,4DE9B385,United Kingdom,Female,22,"Sep 11, 2020 7:56:02 am","Sep 11, 2020 8:03:51 am",Complete,,,,English,,1599825362_5f5b65d2d50668.52178241,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5836e4bda37e9b000108c2ac,0,But there was no one home,-0.296,Red team starts scoring and they lose,-0.4019,BUt loses his luggage on the way home,-0.3182,She says they no actually having potatoes,-0.296,She decides to have a swim,0,She invites the neighbour in to have some of her wine,0,It is all locked up,0,The money for the old car pays for the new car,0,he drops the cup on the floor,0,He is unable to reach her,0.0258,No,
206,5f5b6592a9ba1128f6ed6f31,595f5d26b752840001ca4451,APPROVED,55:01.5,13:03.3,1081.786,37,15:36.3,4DE9B385,United Kingdom,Female,19,"Sep 11, 2020 7:55:08 am","Sep 11, 2020 8:12:59 am",Complete,,,,English,,1599825308_5f5b659c3df447.52149375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,595f5d26b752840001ca4451,0,they have decided to split up,0,the red team is winning,0.5267,he meet someone,0,they burn the food and have a takeaway instead,0,she sees someone she hasnt seen in a while,0,the neighbour asks her out on a date,0,the meeting gets cancelled,-0.25,the car is worth more than she thought,0.2263,a new oppurtunity arises and he considers going back to uni,0,his mother is in the same country,0,No,
208,5f5b659d09e9c128d429c6fd,5ab8d402e1546900019b71b7,APPROVED,55:09.6,07:43.0,753.384,42,15:38.3,4DE9B385,United Kingdom,Female,18,"Sep 11, 2020 7:55:11 am","Sep 11, 2020 8:07:40 am",Complete,,,,English,,1599825311_5f5b659fd6c1f0.64206025,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,present,5ab8d402e1546900019b71b7,0,They're not in.,0,The red team score 5 goals and win.,0.5859,He discovered that his next door neighbour from home was staying in the room next to him.,0,His wife realised that the potatoes should have been left unpeeled.,0,A storm started brewing and the water became choppy.,0,The neighbour invited her for dinner at their house.,0,She falls asleep waiting for the meeting as she has jet-lag.,0,Her car ended up being worth a lot more than the dealer anticipated.,0.2263,He burst into tears.,-0.2263,The call cut out.,-0.2732,No,
209,5f5b65a447e6d8290e0ec103,5edede6f7863ed18db5830b1,APPROVED,55:19.2,01:20.5,361.26,20,15:40.6,4DE9B385,United Kingdom,Male,17,"Sep 11, 2020 7:55:22 am","Sep 11, 2020 8:01:18 am",Complete,,,,English,,1599825321_5f5b65a9ec55e6.11300086,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1",,positive,present,5edede6f7863ed18db5830b1,0,Her parents don't answer,0,Red team scored,0,Flight got cancelled ,-0.25,All the guests were early,0,A shark appears,0,No wine In the shop ,-0.296,She wasn't allowed in because she was earky,0,The car is valued at even higher than she expects,0.4404,Kettle wasn't full of water,0,His mum doesn't pick up,0,No,
211,5f5b65b3e150072909380224,5ee13b0693ab7b146b37bc5b,APPROVED,55:34.2,33:24.4,2270.223,36,15:42.9,4DE9B385,United Kingdom,Female,54,"Sep 11, 2020 7:55:35 am","Sep 11, 2020 8:33:22 am",Complete,,,,English,,1599825335_5f5b65b7ce98c5.37709093,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,present,5ee13b0693ab7b146b37bc5b,0,There is no answer,-0.296,The blue striker got injured or the red team put a new player on the field and started to catch up on goals with the blue team,-0.4019,His flight home is cancelled due to bad weather,-0.6705,The oven breaks ,0,A huge jellyfish floats up on to the beach,0.3182,She trips over and her bottle of wine smashses,0,She bumps into an old colleague ,0,Her car breaks down,0,There is no milk in the fridge,-0.296,His battery dies,0,No,
212,5f5b65c17b278528e1ea1c08,5f4524a7cd108b0925b0d08c,APPROVED,55:48.5,30:24.2,2075.72,23,15:45.1,4DE9B385,United Kingdom,Male,20,"Sep 11, 2020 7:55:53 am","Sep 11, 2020 8:30:18 am",Complete,,,,English,,1599825353_5f5b65c993b3b7.99167318,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,positive,present,5f4524a7cd108b0925b0d08c,0,"The birds in the trees, hearing the knocking, take to their wings and head towards Sarah, soaring over her head and then plunging down, down, down, hoping to peck out her eyes!",0.4753,"One of the Red Team's players, a ginger boy with lanky legs, sped over to the Blue Team's attacker, looking as though he was about to tackle his opponent. Luckily, the attacker saw the ginger boy and kicked the ball forward, leaping over the sliding tackle and carried the ball forward to the back of the Red Team's net.",-0.3373,"He is in the airport, ready to fly back home and start work again on Monday. As he gets to Passport Control, he rummages through his suitcase but cannot find his passport. Holding up the queue now, he calls out for help, however security do not help and escort him away. This was not the end to the holiday he had planned",0.38535,"A squeaking noise comes from the pot being filled with potatoes. John and his wife exchange dark looks and peer into the pot. To their horror, the potatoes had grown faces and were crying and crying. They were in pure agony after having their skin peeled off! John apologised to the potatoes but it was no use, they got louder and louder and wouldn't stop crying. John's wife had to cancel the dinner party that evening, and have since nursed the potatoes back to full health, later burying them in their garden as their final resting place.",-0.11655,"From the depths burst a giant squid which wrapped its limbs around Rebecca, dragging her to her watery death. Luckily, a pod of dolphins were sailing who spotted Rebecca. They charged over to the descending squid and nipped at its tentacles until it let go of its midday snack. Just in the nick of time, Rebecca grabbed onto one of the dolphin's fins and rocketed to the surface where she choked and spluttered and was safely carried back to the shore.",-0.066325,"They witness a large hot air balloon falling from the sky at a racing speed. The person in the balloon's basket jumps, tucks, and rolls onto the small field of grass to Sally and her neighbour. The person, a tall woman covered in burns and bruises, sprinted away into the distance, letting her huge balloon fall silently lower and lower until finally it crashed into a nearby house. ",-0.1421,"When Belinda pulls on the front door, it is surprisingly locked. She rattles it again and again but no look. Peeking inside to see if the receptionist could let her in, Belinda sees that there is not a soul in the building. She checks her emails for the correct address and she is exactly where she should be so calls the main office to see if anyone is in upstairs. No luck. She puts her phone away and checks the time again, noticing the date on her watch. She is a day late! It was Saturday! How foolish of her getting her dates mixed up. Belinda was surely going to lose her job now, especially with this being the 4th time this has happened!",-0.00704,"Lucy's car transforms into a large bipedal robot right in the middle of the car park. The robot wore a screwed up look on its metallic face and roared at Lucy. ""How dare you sell me!"" it screeched, running around in a fit of anger, stomping and smashing all the other cars at the dealership.",-0.197475,"He hears a knock at the door. Jolting himself out of his nostalgia, the tea bag pot slipped from his hands and fell to the floor, smashing into tiny pieces on the kitchen floor. Michael answers the door, annoyed at the mess he'd made. When he opened the door, no one was there, just a brown envelope and a small package wrapped in dark paper and tied with black string. ""How odd..."" he thought.",-0.18418,"A woman on a rattling scooter zips past him, and before Sean noticed what was happening, she had swiped the mobile from his hands and made her way off into the busy traffic, towards the Arc de Triomphe.",0,No,
